id,artifact,segment_identity,segment_offset,analysis_linear,payload_offset,body_size,body_span,boundary_state,origin,work_queue,accepted_state,name,map_public,map_module,map_segment,source_form,source_ref,observation,tasm_proc,tasm_distance,tasm_listing_line,ghidra_contiguous,ghidra_range_count,caller_count,callee_count,evidence_basis,notes
th04-op-boundary-00000,th04-op,mz-load-module,0x0,0x10000,0x0,0x146,0x146,corroborated,compiler,exclude,excluded,_address_0,_address_0;__setenvp__,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra+map-public,,,,true,1,0,6,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0000c,th04-op,mz-load-module,0xC,0x1000C,0xC,0x0,0x0,provisional,compiler,exclude,excluded,__AHSHIFT,__AHSHIFT,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-00146,th04-op,mz-load-module,0x146,0x10146,0x146,0x13,0x13,corroborated,compiler,exclude,excluded,__cleanup,__cleanup,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00159,th04-op,mz-load-module,0x159,0x10159,0x159,0x1,0x1,corroborated,compiler,exclude,excluded,__checknull,__checknull,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0015a,th04-op,mz-load-module,0x15A,0x1015A,0x15A,0x1E,0x1E,corroborated,compiler,exclude,excluded,__terminate,__terminate,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00178,th04-op,mz-load-module,0x178,0x10178,0x178,0x43,0x43,provisional,compiler,exclude,excluded,FUN_1000_0178,,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-001bb,th04-op,mz-load-module,0x1BB,0x101BB,0x1BB,0x2D,0x2D,corroborated,compiler,exclude,excluded,__restorezero,__restorezero,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-001e8,th04-op,mz-load-module,0x1E8,0x101E8,0x1E8,0x44,0x44,provisional,compiler,exclude,excluded,FUN_1000_01e8,,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-0022c,th04-op,mz-load-module,0x22C,0x1022C,0x22C,0x41,0x41,provisional,compiler,exclude,excluded,FUN_1000_022c,,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-0026d,th04-op,mz-load-module,0x26D,0x1026D,0x26D,0x0,0x0,provisional,compiler,exclude,excluded,DGROUP@,DGROUP@,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-0026f,th04-op,mz-load-module,0x26F,0x1026F,0x26F,0x0,0x0,provisional,compiler,exclude,excluded,__MMODEL,__MMODEL,c0.ASM,_TEXT,compiler-startup,toolchain:c0.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-00272,th04-op,mz-load-module,0x272,0x10272,0x272,0x14,0x14,provisional,library,exclude,excluded,FUN_1000_0272,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-00286,th04-op,mz-load-module,0x286,0x10286,0x286,0x12D,0x12E,provisional,library,exclude,excluded,BFNT_ENTRY_PAT,BFNT_ENTRY_PAT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,1,4,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-003b4,th04-op,mz-load-module,0x3B4,0x103B4,0x3B4,0x22,0x22,corroborated,library,exclude,excluded,BFNT_EXTEND_HEADER_SKIP,BFNT_EXTEND_HEADER_SKIP,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-003d6,th04-op,mz-load-module,0x3D6,0x103D6,0x3D6,0x3B,0x3B,corroborated,library,exclude,excluded,BFNT_HEADER_READ,BFNT_HEADER_READ,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00412,th04-op,mz-load-module,0x412,0x10412,0x412,0x5E,0x5F,provisional,library,exclude,excluded,BFNT_EXTEND_HEADER_ANALYSIS,BFNT_EXTEND_HEADER_ANALYSIS,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,1,2,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00476,th04-op,mz-load-module,0x476,0x10476,0x476,0x90,0x91,provisional,library,exclude,excluded,rtc_int_set,rtc_int_set,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public+tasm-proc,rtc_int_set,near,2596,false,2,2,2,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00507,th04-op,mz-load-module,0x507,0x10507,0x507,0x13,0x13,corroborated,library,exclude,excluded,rtc_mod,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,rtc_mod,near,2704,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0051a,th04-op,mz-load-module,0x51A,0x1051A,0x51A,0x0,0x0,provisional,library,exclude,excluded,RTC_INT,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,tasm-proc,RTC_INT,far,2725,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-0055e,th04-op,mz-load-module,0x55E,0x1055E,0x55E,0x18,0x18,corroborated,library,exclude,excluded,BCLOSER,BCLOSER,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00576,th04-op,mz-load-module,0x576,0x10576,0x576,0x3B,0x3B,corroborated,library,exclude,excluded,BFILL,BFILL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-005b2,th04-op,mz-load-module,0x5B2,0x105B2,0x5B2,0x40,0x40,corroborated,library,exclude,excluded,BFNT_PALETTE_SET,BFNT_PALETTE_SET,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-005f2,th04-op,mz-load-module,0x5F2,0x105F2,0x5F2,0x17,0x30,provisional,library,exclude,excluded,BGETC,BGETC,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,1,1,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00622,th04-op,mz-load-module,0x622,0x10622,0x622,0x43,0x43,corroborated,library,exclude,excluded,PALETTE_BLACK_IN,PALETTE_BLACK_IN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,4,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00666,th04-op,mz-load-module,0x666,0x10666,0x666,0x3E,0x3E,corroborated,library,exclude,excluded,PALETTE_BLACK_OUT,PALETTE_BLACK_OUT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,6,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-006a4,th04-op,mz-load-module,0x6A4,0x106A4,0x6A4,0x32,0x32,corroborated,library,exclude,excluded,BOPENR,BOPENR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-006f8,th04-op,mz-load-module,0x6F8,0x106F8,0x6F8,0x30,0x30,corroborated,library,exclude,excluded,BREAD,BREAD,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,0,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00728,th04-op,mz-load-module,0x728,0x10728,0x728,0x41,0x41,corroborated,library,exclude,excluded,BSEEK,BSEEK,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,0,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0076a,th04-op,mz-load-module,0x76A,0x1076A,0x76A,0x2F,0x2F,corroborated,library,exclude,excluded,BSEEK_,BSEEK_,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0079a,th04-op,mz-load-module,0x79A,0x1079A,0x79A,0x17,0x17,corroborated,library,exclude,excluded,DOS_AXDX,DOS_AXDX,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-007b2,th04-op,mz-load-module,0x7B2,0x107B2,0x7B2,0x6,0x6,corroborated,library,exclude,excluded,DOS_KEYCLEAR,DOS_KEYCLEAR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-007b8,th04-op,mz-load-module,0x7B8,0x107B8,0x7B8,0x29,0x29,corroborated,library,exclude,excluded,DOS_PUTS2,DOS_PUTS2,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-007e2,th04-op,mz-load-module,0x7E2,0x107E2,0x7E2,0x1A,0x1A,corroborated,library,exclude,excluded,DOS_READ,DOS_READ,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-007fc,th04-op,mz-load-module,0x7FC,0x107FC,0x7FC,0x1C,0x1C,corroborated,library,exclude,excluded,DOS_SEEK,DOS_SEEK,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00818,th04-op,mz-load-module,0x818,0x10818,0x818,0x1F,0x1F,corroborated,library,exclude,excluded,DOS_SETVECT,DOS_SETVECT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,5,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00838,th04-op,mz-load-module,0x838,0x10838,0x838,0x15,0x15,corroborated,library,exclude,excluded,EGC_ON,EGC_ON,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0084e,th04-op,mz-load-module,0x84E,0x1084E,0x84E,0x1F,0x1F,corroborated,library,exclude,excluded,EGC_OFF,EGC_OFF,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0086e,th04-op,mz-load-module,0x86E,0x1086E,0x86E,0x2B,0x2B,corroborated,library,exclude,excluded,EGC_START,EGC_START;EGC_END,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0089a,th04-op,mz-load-module,0x89A,0x1089A,0x89A,0x54,0x54,corroborated,library,exclude,excluded,FILE_APPEND,FILE_APPEND,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-008ee,th04-op,mz-load-module,0x8EE,0x108EE,0x8EE,0x6B,0x6B,corroborated,library,exclude,excluded,FILE_FLUSH,FILE_FLUSH,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0095a,th04-op,mz-load-module,0x95A,0x1095A,0x95A,0xF,0xF,corroborated,library,exclude,excluded,FILE_CLOSE,FILE_CLOSE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,8,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0096a,th04-op,mz-load-module,0x96A,0x1096A,0x96A,0x40,0x40,corroborated,library,exclude,excluded,FILE_CREATE,FILE_CREATE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-009aa,th04-op,mz-load-module,0x9AA,0x109AA,0x9AA,0x1C,0x1C,corroborated,library,exclude,excluded,FILE_EXIST,FILE_EXIST,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-009c6,th04-op,mz-load-module,0x9C6,0x109C6,0x9C6,0xB3,0xB4,provisional,library,exclude,excluded,FILE_READ,FILE_READ,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,6,0,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00a7a,th04-op,mz-load-module,0xA7A,0x10A7A,0xA7A,0x3B,0x3B,corroborated,library,exclude,excluded,FILE_ROPEN,FILE_ROPEN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,5,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00ab6,th04-op,mz-load-module,0xAB6,0x10AB6,0xAB6,0x34,0x34,corroborated,library,exclude,excluded,FILE_SEEK,FILE_SEEK,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,5,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00aea,th04-op,mz-load-module,0xAEA,0x10AEA,0xAEA,0x0,0x0,provisional,library,exclude,excluded,FILE_TELL,FILE_TELL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-00af8,th04-op,mz-load-module,0xAF8,0x10AF8,0xAF8,0xA5,0xA6,provisional,library,exclude,excluded,FILE_WRITE,FILE_WRITE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,3,0,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00b9e,th04-op,mz-load-module,0xB9E,0x10B9E,0xB9E,0x15,0x15,corroborated,library,exclude,excluded,DOS_CLOSE,DOS_CLOSE;FONTFILE_CLOSE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00bb4,th04-op,mz-load-module,0xBB4,0x10BB4,0xBB4,0x1A,0x1A,corroborated,library,exclude,excluded,FONTFILE_OPEN,FONTFILE_OPEN;DOS_ROPEN,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,7,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00bd4,th04-op,mz-load-module,0xBD4,0x10BD4,0xBD4,0x50,0x50,provisional,library,exclude,excluded,GRCG_BOXFILL,GRCG_BOXFILL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra body crosses its corroborating ownership region.
th04-op-boundary-00ca4,th04-op,mz-load-module,0xCA4,0x10CA4,0xCA4,0x96,0x97,provisional,library,exclude,excluded,GRCG_BYTEBOXFILL_X,GRCG_BYTEBOXFILL_X,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,2,3,0,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00d3c,th04-op,mz-load-module,0xD3C,0x10D3C,0xD3C,0x85,0x85,corroborated,library,exclude,excluded,GRCG_HLINE,GRCG_HLINE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-00dc2,th04-op,mz-load-module,0xDC2,0x10DC2,0xDC2,0x8B,0x8D,provisional,library,exclude,excluded,GRCG_POLYGON_C,GRCG_POLYGON_C,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,3,1,0,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-00ff0,th04-op,mz-load-module,0xFF0,0x10FF0,0xFF0,0xF8,0xF8,provisional,library,exclude,excluded,GRCG_ROUND_BOXFILL,GRCG_ROUND_BOXFILL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,2,target-unpacked-ghidra+candidate-map,Ghidra body crosses its corroborating ownership region.
th04-op-boundary-01000,th04-op,mz-load-module,0x1000,0x11000,0x1000,0x0,0x0,provisional,library,exclude,excluded,__AHINCR,__AHINCR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-010d2,th04-op,mz-load-module,0x10D2,0x110D2,0x10D2,0x29,0x29,corroborated,library,exclude,excluded,GRCG_SETCOLOR,GRCG_SETCOLOR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,9,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-010fc,th04-op,mz-load-module,0x10FC,0x110FC,0x10FC,0x0,0x0,provisional,library,exclude,excluded,GRCG_OFF,GRCG_OFF,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-01102,th04-op,mz-load-module,0x1102,0x11102,0x1102,0x7D,0x7D,corroborated,library,exclude,excluded,GET_MACHINE_98,GET_MACHINE_98,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01180,th04-op,mz-load-module,0x1180,0x11180,0x1180,0x155,0x155,corroborated,library,exclude,excluded,GET_MACHINE_AT,GET_MACHINE_AT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-012d6,th04-op,mz-load-module,0x12D6,0x112D6,0x12D6,0x31,0x31,corroborated,library,exclude,excluded,GET_MACHINE_DOSBOX,GET_MACHINE_DOSBOX,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01308,th04-op,mz-load-module,0x1308,0x11308,0x1308,0xE,0xE,corroborated,library,exclude,excluded,CHECK_MACHINE_FMR,CHECK_MACHINE_FMR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,3,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01316,th04-op,mz-load-module,0x1316,0x11316,0x1316,0x1B,0x1B,corroborated,library,exclude,excluded,GET_MACHINE,GET_MACHINE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,3,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01332,th04-op,mz-load-module,0x1332,0x11332,0x1332,0x24,0x24,corroborated,library,exclude,excluded,GAIJI_BACKUP,GAIJI_BACKUP,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01356,th04-op,mz-load-module,0x1356,0x11356,0x1356,0x1C,0x1C,corroborated,library,exclude,excluded,GAIJI_RESTORE,GAIJI_RESTORE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,4,2,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01372,th04-op,mz-load-module,0x1372,0x11372,0x1372,0x96,0x96,corroborated,library,exclude,excluded,GAIJI_ENTRY_BFNT,GAIJI_ENTRY_BFNT,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,6,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01408,th04-op,mz-load-module,0x1408,0x11408,0x1408,0x21,0x21,corroborated,library,exclude,excluded,GETFONTW,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,GETFONTW,near,8200,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0142a,th04-op,mz-load-module,0x142A,0x1142A,0x142A,0x0,0x0,provisional,library,exclude,excluded,GAIJI_READ,GAIJI_READ,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-01450,th04-op,mz-load-module,0x1450,0x11450,0x1450,0x24,0x24,corroborated,library,exclude,excluded,GAIJI_READ_ALL,GAIJI_READ_ALL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01474,th04-op,mz-load-module,0x1474,0x11474,0x1474,0x21,0x21,corroborated,library,exclude,excluded,SETFONTW,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,SETFONTW,near,8350,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01496,th04-op,mz-load-module,0x1496,0x11496,0x1496,0x0,0x0,provisional,library,exclude,excluded,GAIJI_WRITE,GAIJI_WRITE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,map-public,,,,,,,,target-unpacked-ghidra+candidate-map,TLINK public has no corresponding Ghidra function entry.
th04-op-boundary-014be,th04-op,mz-load-module,0x14BE,0x114BE,0x14BE,0x26,0x26,corroborated,library,exclude,excluded,GAIJI_WRITE_ALL,GAIJI_WRITE_ALL,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,2,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-014e4,th04-op,mz-load-module,0x14E4,0x114E4,0x14E4,0x4D,0x4D,corroborated,library,exclude,excluded,GRAPH_400LINE,GRAPH_400LINE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01532,th04-op,mz-load-module,0x1532,0x11532,0x1532,0x23,0x23,corroborated,library,exclude,excluded,GRAPH_CLEAR,GRAPH_CLEAR,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,5,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01556,th04-op,mz-load-module,0x1556,0x11556,0x1556,0x15,0x15,corroborated,library,exclude,excluded,copy_plane,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,copy_plane,near,8683,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-0156c,th04-op,mz-load-module,0x156C,0x1156C,0x156C,0x55,0x55,corroborated,library,exclude,excluded,GRAPH_COPY_PAGE,GRAPH_COPY_PAGE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,7,3,target-unpacked-ghidra+candidate-map,
th04-op-boundary-015c2,th04-op,mz-load-module,0x15C2,0x115C2,0x15C2,0x56,0x56,corroborated,library,exclude,excluded,GRAPH_EXTMODE,GRAPH_EXTMODE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01618,th04-op,mz-load-module,0x1618,0x11618,0x1618,0x4C,0x4C,corroborated,library,exclude,excluded,GRAPH_PI_FREE,GRAPH_PI_FREE,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,true,1,8,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01664,th04-op,mz-load-module,0x1664,0x11664,0x1664,0xB,0xB,provisional,library,exclude,excluded,FUN_1000_1664,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra,,,,true,1,1,0,target-unpacked-ghidra+candidate-map,Ghidra-only boundary has no TLINK public or TASM PROC at its entry.
th04-op-boundary-01670,th04-op,mz-load-module,0x1670,0x11670,0x1670,0x4B8,0x4BB,provisional,library,exclude,excluded,GRAPH_PI_LOAD_PACK,GRAPH_PI_LOAD_PACK,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+map-public,,,,false,4,1,8,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-01b2c,th04-op,mz-load-module,0x1B2C,0x11B2C,0x1B2C,0xED,0xEE,provisional,library,exclude,excluded,_read_color,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,_read_color,near,10137,false,2,1,1,target-unpacked-ghidra+candidate-map,Ghidra body is noncontiguous and requires control-flow reconciliation.
th04-op-boundary-01c1a,th04-op,mz-load-module,0x1C1A,0x11C1A,0x1C1A,0x2C,0x2C,corroborated,library,exclude,excluded,byte_load,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,byte_load,near,10310,true,1,1,1,target-unpacked-ghidra+candidate-map,
th04-op-boundary-01c46,th04-op,mz-load-module,0x1C46,0x11C46,0x1C46,0x12,0x12,corroborated,library,exclude,excluded,_buffer_load,,th04_op.asm,_TEXT,master-library-aggregate,candidate:th04_op.asm,ghidra+tasm-proc,_buffer_load,near,10334,true,1,3,0,target-unpacked-ghidra+candidate-map,
